country	year	gini_index
XM	2003	0.714007585120944
XM	2002	0.707187569296734
XM	2001	0.71542736617156
XM	2000	0.7177009140981871
XM	1999	0.7180252270924949
XM	1998	0.7240802113624071
XM	1997	0.7465424169950419
XM	1996	0.748645693395063
XM	1995	0.7567192707277159
XM	1994	0.753748847632062
XM	1993	0.7531621814978909
XM	1992	0.759603048654999
XM	1991	0.762840542154086
XM	1990	0.754393998662
XN-MER	2016	0.6930885102753879
XN-MER	2015	0.6945999110871799
XN-MER	2014	0.68904275644397
XN-MER	2013	0.6822646924535788
XN-MER	2012	0.679446392380689
XN-MER	2011	0.679131137311549
XN-MER	2010	0.6740098384510089
XN-MER	2009	0.6769309762054809
XN-MER	2008	0.6850302228022438
XN-MER	2007	0.687087915303952
XN-MER	2006	0.6926288161911209
XN-MER	2005	0.6969861901398562
XN-MER	2004	0.6994475463448921
XN-MER	2003	0.7016913962764622
XN-MER	2002	0.695044493734307
XN-MER	2001	0.7035215641695141
XN-MER	2000	0.705957970976604
XN-MER	1999	0.706265859451761
XN-MER	1998	0.7125689115027809
XN-MER	1997	0.735233410843114
XN-MER	1996	0.737598199903156
XN-MER	1995	0.7455664598381309
XN-MER	1994	0.7426961735867379
XN-MER	1993	0.742048561965865
XN-MER	1992	0.7483570651939848
XN-MER	1991	0.7511685767452988
XN-MER	1990	0.7440991971589251
XN-MER	1989	0.7304077308105781
XN-MER	1988	0.7304077308105781
XN-MER	1987	0.7304077308105781
XN-MER	1986	0.7304077308105781
XN-MER	1985	0.7304077308105781
XN-MER	1984	0.7304077308105781
XN-MER	1983	0.7304077308105781
XN-MER	1982	0.7304077308105781
XN-MER	1981	0.7304077308105781
XN-MER	1980	0.729167999714
XN	2016	0.6930885102753879
XN	2015	0.6945999110871799
XN	2014	0.68904275644397
XN	2013	0.6822646924535788
XN	2012	0.679446392380689
XN	2011	0.679131137311549
XN	2010	0.6740098384510089
XN	2009	0.6769309762054809
XN	2008	0.6850302228022438
XN	2007	0.687087915303952
XN	2006	0.6926288161911209
XN	2005	0.6969861901398562
XN	2004	0.6994475463448921
XN	2003	0.7016913962764622
XN	2002	0.695044493734307
XN	2001	0.7035215641695141
XN	2000	0.705957970976604
XN	1999	0.706265859451761
XN	1998	0.7125689115027809
XN	1997	0.735233410843114
XN	1996	0.737598199903156
XN	1995	0.7455664598381309
XN	1994	0.7426961735867379
XN	1993	0.742048561965865
XN	1992	0.7483570651939848
XN	1991	0.7511685767452988
XN	1990	0.7440991971589251
